Fasta headers	Hypo 42	Hypo 42	Hypo 42	Hypo 45	Hypo 45	Hypo 45	Hypo CH	Hypo CH	Hypo CH	Hypo W3
tr|Q8K4X6|Q8K4X6_MOUSE MEK4b (Fragment) OS=Mus musculus GN=Mek4b PE=4 SV=1;tr|Q80U64|Q80U64_MOUSE MKIAA0213 protein (Fragment) OS=Mus musculus GN=Map3k4 PE=2 SV=1;sp|O08648-2|M3K4_MOUSE Isoform B of Mitogen-activated protein kinase kinase kinase 4 OS=Mus m	88323	89591	82927	85894	105670	95150	139540	82667	100430	42336
tr|Q58E65|Q58E65_MOUSE Methionine aminopeptidase 2 OS=Mus musculus GN=Metap2 PE=1 SV=1;tr|Q3UI33|Q3UI33_MOUSE Methionine aminopeptidase 2 OS=Mus musculus GN=Metap2 PE=1 SV=1;sp|O08663|MAP2_MOUSE Methionine aminopeptidase 2 OS=Mus musculus GN=Metap2 PE=1 SV	281900	258720	259390	260980	287120	293000	398090	254230	289940	151080
tr|Q3TPL4|Q3TPL4_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Capn5 PE=1 SV=1;sp|O08688|CAN5_MOUSE Calpain-5 OS=Mus musculus GN=Capn5 PE=1 SV=1;tr|Q3U2P3|Q3U2P3_MOUSE Calpain 5, isoform CRA_a OS=Mus musculus GN=Capn5 PE=2 SV=1;tr|Q3TDS7|Q3TDS7	9325.6	4546	6313.1	5022.5	4525.6	8268.3	10160	7579.7	6737.1	2437.8
tr|Q53ZU7|Q53ZU7_MOUSE Peroxiredoxin 6 OS=Mus musculus GN=Prdx6 PE=2 SV=1;sp|O08709|PRDX6_MOUSE Peroxiredoxin-6 OS=Mus musculus GN=Prdx6 PE=1 SV=3	86554	92838	84355	89043	59464	89257	136450	82841	93994	34176
sp|O08715|AKAP1_MOUSE A-kinase anchor protein 1, mitochondrial OS=Mus musculus GN=Akap1 PE=1 SV=4;sp|O08715-4|AKAP1_MOUSE Isoform 4 of A-kinase anchor protein 1, mitochondrial OS=Mus musculus GN=Akap1;sp|O08715-2|AKAP1_MOUSE Isoform 1 of A-kinase anchor pr	303630	289690	295980	276470	228500	320900	477140	301740	338380	135970
sp|O08734|BAK_MOUSE Bcl-2 homologous antagonist/killer OS=Mus musculus GN=Bak1 PE=1 SV=3;tr|F7CUQ1|F7CUQ1_MOUSE Bcl-2 homologous antagonist/killer (Fragment) OS=Mus musculus GN=Bak1 PE=1 SV=1;tr|Q91WX5|Q91WX5_MOUSE Bak1 protein OS=Mus musculus GN=Bak1 PE=1	136580	132970	137880	125630	111100	139360	202970	107510	141740	57703
tr|Q9D089|Q9D089_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Casp6 PE=2 SV=1;tr|Q99M47|Q99M47_MOUSE Caspase 6 OS=Mus musculus GN=Casp6 PE=2 SV=1;tr|Q3TPJ9|Q3TPJ9_MOUSE Caspase 6 OS=Mus musculus GN=Casp6 PE=1 SV=1;sp|O08738|CASP6_MOUSE Caspase	147950	162390	139340	135560	147310	162020	245870	147700	179790	69452
tr|Q3URW2|Q3URW2_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Unc5c PE=2 SV=1;tr|Q3UQ08|Q3UQ08_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Unc5c PE=2 SV=1;sp|O08747|UNC5C_MOUSE Netrin receptor UNC5C OS=Mus musculus GN=Unc5c PE=1 	32770	37821	26953	39720	31609	37530	45280	34904	39744	24101
sp|O08749|DLDH_MOUSE Dihydrolipoyl dehydrogenase, mitochondrial OS=Mus musculus GN=Dld PE=1 SV=2;tr|Q3TIE8|Q3TIE8_MOUSE Dihydrolipoyl dehydrogenase OS=Mus musculus GN=Dld PE=2 SV=1	176750	145990	172380	168630	116470	196790	260980	151690	179920	75641
tr|Q5DTH1|Q5DTH1_MOUSE MKIAA4216 protein (Fragment) OS=Mus musculus GN=Ube3a PE=2 SV=1;sp|O08759-2|UBE3A_MOUSE Isoform 2 of Ubiquitin-protein ligase E3A OS=Mus musculus GN=Ube3a;sp|O08759|UBE3A_MOUSE Ubiquitin-protein ligase E3A OS=Mus musculus GN=Ube3a PE	330480	344290	324510	308500	276070	350520	542870	336260	418820	160500
sp|O08795-2|GLU2B_MOUSE Isoform 2 of Glucosidase 2 subunit beta OS=Mus musculus GN=Prkcsh;tr|Q3U518|Q3U518_MOUSE Protein kinase C substrate 80K-H, isoform CRA_b OS=Mus musculus GN=Prkcsh PE=2 SV=1;sp|O08795|GLU2B_MOUSE Glucosidase 2 subunit beta OS=Mus mus	117210	114300	103680	95741	76529	115810	178610	108670	126090	47285
tr|Q3UWZ1|Q3UWZ1_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Eef2k PE=1 SV=1;tr|Q8CEC8|Q8CEC8_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Eef2k PE=2 SV=1;tr|Q8BNP6|Q8BNP6_MOUSE Putative uncharacterized protein OS=Mus musculus GN	96835	100200	97647	102100	41548	101180	126010	88616	109370	48943
tr|O08797|O08797_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Serpinb9 PE=1 SV=1	61637	62876	55433	65051	53414	59579	91767	57673	71857	38227
tr|Q3UFM1|Q3UFM1_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Serpinb8 PE=2 SV=1;sp|O08800|SPB8_MOUSE Serpin B8 OS=Mus musculus GN=Serpinb8 PE=1 SV=2;tr|Q8C871|Q8C871_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Serpinb8 PE=2 SV=1	231500	234010	218610	252140	235640	238090	318720	203170	252180	127850
sp|O08807|PRDX4_MOUSE Peroxiredoxin-4 OS=Mus musculus GN=Prdx4 PE=1 SV=1;tr|B1AZS9|B1AZS9_MOUSE Peroxiredoxin-4 (Fragment) OS=Mus musculus GN=Prdx4 PE=1 SV=1	140060	130230	134210	147350	285820	147730	191040	99326	140210	56838
tr|Q543F1|Q543F1_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Eftud2 PE=1 SV=1;tr|Q3TMY8|Q3TMY8_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Eftud2 PE=2 SV=1;tr|Q6A0E3|Q6A0E3_MOUSE MKIAA0031 protein (Fragment) OS=Mus musculus GN=E	151810	149860	148490	169630	153390	165000	221580	138700	176340	78542
tr|Q3UKK7|Q3UKK7_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Ercc2 PE=2 SV=1;sp|O08811|ERCC2_MOUSE TFIIH basal transcription factor complex helicase XPD subunit OS=Mus musculus GN=Ercc2 PE=1 SV=2;tr|F6YA33|F6YA33_MOUSE TFIIH basal transcripti	61573	64140	59195	59600	71887	65247	108390	66794	78653	24871
sp|O08842|GFRA2_MOUSE GDNF family receptor alpha-2 OS=Mus musculus GN=Gfra2 PE=1 SV=2;sp|O08842-3|GFRA2_MOUSE Isoform 3 of GDNF family receptor alpha-2 OS=Mus musculus GN=Gfra2;sp|O08842-2|GFRA2_MOUSE Isoform 2 of GDNF family receptor alpha-2 OS=Mus muscul	299430	298770	309220	353480	215160	351620	424940	286780	339220	162090
tr|Q80W12|Q80W12_MOUSE TROVE domain family, member 2 OS=Mus musculus GN=Trove2 PE=2 SV=1;tr|Q3TJ75|Q3TJ75_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Trove2 PE=1 SV=1;sp|O08848|RO60_MOUSE 60 kDa SS-A/Ro ribonucleoprotein OS=Mus musculus GN=Tr	141020	152220	135700	158140	132400	161720	190710	128230	155410	78929
sp|O08908|P85B_MOUSE Phosphatidylinositol 3-kinase regulatory subunit beta OS=Mus musculus GN=Pik3r2 PE=1 SV=2;tr|Q3UK33|Q3UK33_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Pik3r2 PE=2 SV=1	100640	104020	99115	121880	84895	109050	144360	79256	110940	48986
sp|O08912|GALT1_MOUSE Polypeptide N-acetylgalactosaminyltransferase 1 OS=Mus musculus GN=Galnt1 PE=1 SV=1	336360	366060	320650	311620	343830	352000	519650	304470	405920	193600
tr|Q3UUF0|Q3UUF0_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Faah PE=2 SV=1;sp|O08914|FAAH1_MOUSE Fatty-acid amide hydrolase 1 OS=Mus musculus GN=Faah PE=1 SV=1;tr|Q8C541|Q8C541_MOUSE Putative uncharacterized protein OS=Mus musculu	121200	113570	113180	132410	90615	129740	167570	102680	126740	61105
sp|O08915|AIP_MOUSE AH receptor-interacting protein OS=Mus musculus GN=Aip PE=1 SV=1;tr|D3YW40|D3YW40_MOUSE AH receptor-interacting protein (Fragment) OS=Mus musculus GN=Aip PE=1 SV=1	107920	110290	103880	99948	124280	109100	152940	93144	113420	52077
tr|Q540I4|Q540I4_MOUSE Flotillin 1 OS=Mus musculus GN=Flot1 PE=1 SV=1;sp|O08917|FLOT1_MOUSE Flotillin-1 OS=Mus musculus GN=Flot1 PE=1 SV=1;tr|Q3TJS0|Q3TJS0_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Flot1 PE=2 SV=1;tr|G3UYU4|G3UYU4_MOUSE Flo	198500	213920	210640	240510	283780	231880	316690	210530	259290	131890
tr|Q3UH86|Q3UH86_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Numbl PE=2 SV=1;sp|O08919|NUMBL_MOUSE Numb-like protein OS=Mus musculus GN=Numbl PE=1 SV=3	171890	186590	168060	171260	196170	190750	277880	169500	207880	89555
tr|Q3TXK1|Q3TXK1_MOUSE Pleckstrin homology, Sec7 and coiled-coil domains 3, isoform CRA_a OS=Mus musculus GN=Cyth3 PE=1 SV=1;tr|Q5DTF5|Q5DTF5_MOUSE MKIAA4241 protein (Fragment) OS=Mus musculus GN=Cyth3 PE=2 SV=1;sp|O08967|CYH3_MOUSE Cytohesin-3 OS=Mus musc	87966	84811	87358	94687	84457	101500	130690	60755	97159	35592
tr|Q3TPX5|Q3TPX5_MOUSE Muscle and microspikes RAS, isoform CRA_a OS=Mus musculus GN=Mras PE=1 SV=1;sp|O08989|RASM_MOUSE Ras-related protein M-Ras OS=Mus musculus GN=Mras PE=1 SV=1;tr|D3Z2V6|D3Z2V6_MOUSE Ras-related protein M-Ras (Fragment) OS=Mus musculus 	37606	37110	34389	35001	39552	34026	53544	35871	38381	16599
tr|Q3UC68|Q3UC68_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Sdcbp PE=2 SV=1;tr|Q3TXC7|Q3TXC7_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Sdcbp PE=2 SV=1;tr|Q3TWV1|Q3TWV1_MOUSE Putative uncharacterized protein OS=Mus musculus GN	121020	138610	123040	141570	151630	139240	209000	127520	164600	84250
sp|O08997|ATOX1_MOUSE Copper transport protein ATOX1 OS=Mus musculus GN=Atox1 PE=1 SV=1	433250	388530	381020	347030	417200	462820	643030	421830	444760	217350
sp|O09005|DEGS1_MOUSE Sphingolipid delta(4)-desaturase DES1 OS=Mus musculus GN=Degs1 PE=1 SV=1	34459	40572	38027	38852	36164	40028	55882	34364	45393	18166
sp|O09012-2|PEX5_MOUSE Isoform 2 of Peroxisomal targeting signal 1 receptor OS=Mus musculus GN=Pex5;tr|D3Z600|D3Z600_MOUSE Peroxisomal targeting signal 1 receptor OS=Mus musculus GN=Pex5 PE=1 SV=1;sp|O09012|PEX5_MOUSE Peroxisomal targeting signal 1 recepto	5043.6	5063.2	5405.9	4822.1	3206.4	5526.9	8621	4586.8	5099.4	1870.5
tr|Q8VDP7|Q8VDP7_MOUSE Il13ra1 protein (Fragment) OS=Mus musculus GN=Il13ra1 PE=2 SV=1;tr|Q8C1Z3|Q8C1Z3_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Il13ra1 PE=2 SV=1;tr|Q8BNM4|Q8BNM4_MOUSE Putative uncharacterized protein OS=Mus musculus GN=I	410650	388530	374250	368760	437140	430470	626970	398010	474570	218450
tr|Q6RI64|Q6RI64_MOUSE Proteasome subunit beta type OS=Mus musculus GN=Psmb1 PE=1 SV=1;sp|O09061|PSB1_MOUSE Proteasome subunit beta type-1 OS=Mus musculus GN=Psmb1 PE=1 SV=1	86215	88039	75474	79262	68117	91711	122760	77399	87790	36951
tr|Q58E49|Q58E49_MOUSE Histone deacetylase OS=Mus musculus GN=Hdac1 PE=2 SV=1;sp|O09106|HDAC1_MOUSE Histone deacetylase 1 OS=Mus musculus GN=Hdac1 PE=1 SV=1;tr|D3YYI8|D3YYI8_MOUSE Histone deacetylase OS=Mus musculus GN=Gm10093 PE=3 SV=1	48664	37334	30007	32450	52490	39432	61928	42186	39906	26938
tr|Q5SWN9|Q5SWN9_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Map2k3 PE=2 SV=1;tr|Q3UDI2|Q3UDI2_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Map2k3 PE=2 SV=1;tr|Q3TX82|Q3TX82_MOUSE Putative uncharacterized protein OS=Mus musculus 	138080	117310	114150	157090	97948	125270	196760	118840	163420	61973
tr|Q4VBC9|Q4VBC9_MOUSE Ndufb11 protein (Fragment) OS=Mus musculus GN=Ndufb11 PE=2 SV=1;sp|O09111|NDUBB_MOUSE NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial OS=Mus musculus GN=Ndufb11 PE=1 SV=2	36312	41169	33643	37040	21496	43267	57193	38955	42958	16409
sp|O09113|OTP_MOUSE Homeobox protein orthopedia OS=Mus musculus GN=Otp PE=2 SV=1	454060	461250	444170	471190	419630	476560	620940	382160	473820	225250
sp|O09114|PTGDS_MOUSE Prostaglandin-H2 D-isomerase OS=Mus musculus GN=Ptgds PE=1 SV=1;sp|O09114-2|PTGDS_MOUSE Isoform 2 of Prostaglandin-H2 D-isomerase OS=Mus musculus GN=Ptgds	228400	231850	216590	207900	222350	254040	349230	232570	255190	141280
sp|O09118|NET1_MOUSE Netrin-1 OS=Mus musculus GN=Ntn1 PE=1 SV=3	139670	130240	133940	130510	154430	140030	216340	133990	163210	69535
tr|Q8BJC1|Q8BJC1_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Sema4d PE=2 SV=1;sp|O09126|SEM4D_MOUSE Semaphorin-4D OS=Mus musculus GN=Sema4d PE=1 SV=2	184760	181710	174670	185210	196380	197350	286650	174820	220630	119040
sp|O09131|GSTO1_MOUSE Glutathione S-transferase omega-1 OS=Mus musculus GN=Gsto1 PE=1 SV=2	95676	105920	94327	101850	53353	101390	150330	103040	119490	45451
tr|Q8R4E5|Q8R4E5_MOUSE Upstream transcription factor 1 short form OS=Mus musculus GN=Usf1 PE=2 SV=1;tr|Q3UQH7|Q3UQH7_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Usf1 PE=2 SV=1;tr|O09135|O09135_MOUSE USF1 protein OS=Mus musculus GN=USF1 PE=4 S	321170	314050	299780	332370	386670	332970	482060	297460	367870	164170
tr|Q3TBM1|Q3TBM1_MOUSE Alpha-mannosidase OS=Mus musculus GN=Man2b1 PE=2 SV=1;sp|O09159|MA2B1_MOUSE Lysosomal alpha-mannosidase OS=Mus musculus GN=Man2b1 PE=1 SV=4	135100	152770	125430	132670	105480	138840	224090	147040	169420	62412
tr|Q9CQM8|Q9CQM8_MOUSE 60S ribosomal protein L21 OS=Mus musculus GN=Rpl21 PE=1 SV=1;sp|O09167|RL21_MOUSE 60S ribosomal protein L21 OS=Mus musculus GN=Rpl21 PE=1 SV=3;tr|Q4VA28|Q4VA28_MOUSE Ribosomal protein L21 OS=Mus musculus GN=Rpl21 PE=2 SV=1	193630	172630	200130	204830	120070	196050	247790	154210	193720	79793
tr|Q4FJZ6|Q4FJZ6_MOUSE Gclm protein OS=Mus musculus GN=Gclm PE=1 SV=1;tr|Q3T9P2|Q3T9P2_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Gclm PE=2 SV=1;sp|O09172|GSH0_MOUSE Glutamate--cysteine ligase regulatory subunit OS=Mus musculus GN=Gclm PE=1 	139070	121070	118910	122100	101080	140510	196550	136030	145360	79761
tr|Q91YQ8|Q91YQ8_MOUSE Amacr protein OS=Mus musculus GN=Amacr PE=2 SV=1;sp|O09174|AMACR_MOUSE Alpha-methylacyl-CoA racemase OS=Mus musculus GN=Amacr PE=1 SV=4;tr|Q3TUS8|Q3TUS8_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Amacr PE=2 SV=1	248770	298810	405200	301200	281750	300700	304590	197170	213870	116360
tr|Q571A6|Q571A6_MOUSE Kinesin-like protein (Fragment) OS=Mus musculus GN=Kif3c PE=2 SV=1;sp|O35066|KIF3C_MOUSE Kinesin-like protein KIF3C OS=Mus musculus GN=Kif3c PE=1 SV=3;tr|Q3UZU0|Q3UZU0_MOUSE Kinesin-like protein (Fragment) OS=Mus musculus GN=Kif3c PE	200590	214320	206440	217130	193640	229690	325880	207900	242840	109870
sp|O35075|DSCR3_MOUSE Down syndrome critical region protein 3 homolog OS=Mus musculus GN=Dscr3 PE=1 SV=1	332300	326150	336550	373790	331520	372970	499910	296420	411630	199420
tr|Q3SYI8|Q3SYI8_MOUSE Cornichon homolog 2 (Drosophila) OS=Mus musculus GN=Cnih2 PE=2 SV=1;sp|O35089|CNIH2_MOUSE Protein cornichon homolog 2 OS=Mus musculus GN=Cnih2 PE=1 SV=2	85367	91442	83701	91532	76301	100630	140270	85377	108690	41018
sp|O35114|SCRB2_MOUSE Lysosome membrane protein 2 OS=Mus musculus GN=Scarb2 PE=1 SV=3;tr|Q3TCS7|Q3TCS7_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Scarb2 PE=2 SV=1	61191	56644	58675	65193	33344	70699	90348	61175	73981	31078
sp|O35127|C10_MOUSE Protein C10 OS=Mus musculus GN=Grcc10 PE=1 SV=1	62760	57230	54743	61951	98216	63905	93199	57939	65867	24900
tr|Q3V235|Q3V235_MOUSE Prohibitin 2 OS=Mus musculus GN=Phb2 PE=1 SV=1;sp|O35129|PHB2_MOUSE Prohibitin-2 OS=Mus musculus GN=Phb2 PE=1 SV=1;tr|F6QPR1|F6QPR1_MOUSE Prohibitin-2 (Fragment) OS=Mus musculus GN=Phb2 PE=1 SV=1	32248	31247	30462	28847	25681	31935	50817	32159	38742	15410
tr|Q3UHI3|Q3UHI3_MOUSE DNA-directed RNA polymerase subunit OS=Mus musculus GN=Polr1a PE=2 SV=1;sp|O35134|RPA1_MOUSE DNA-directed RNA polymerase I subunit RPA1 OS=Mus musculus GN=Polr1a PE=1 SV=2;tr|A0A0U1RPX8|A0A0U1RPX8_MOUSE DNA-directed RNA polymerase I 	126720	135370	128300	124090	107630	139570	211580	133010	168430	77085
sp|O35136|NCAM2_MOUSE Neural cell adhesion molecule 2 OS=Mus musculus GN=Ncam2 PE=1 SV=1;sp|O35136-2|NCAM2_MOUSE Isoform Short of Neural cell adhesion molecule 2 OS=Mus musculus GN=Ncam2	31941	30286	30310	32902	17992	32163	42911	25820	34134	18887
tr|Q8C9Y1|Q8C9Y1_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Cx3cl1 PE=2 SV=1;sp|O35188|X3CL1_MOUSE Fractalkine OS=Mus musculus GN=Cx3cl1 PE=1 SV=3	187940	210190	202730	194150	191510	223190	319000	195000	235240	92107
tr|Q3UNI8|Q3UNI8_MOUSE D-dopachrome tautomerase OS=Mus musculus GN=Ddt PE=1 SV=1;sp|O35215|DOPD_MOUSE D-dopachrome decarboxylase OS=Mus musculus GN=Ddt PE=1 SV=3;tr|G3UZN1|G3UZN1_MOUSE D-dopachrome decarboxylase OS=Mus musculus GN=Ddt PE=1 SV=1	116000	126560	100860	86859	106820	113870	200180	125690	118930	53893
sp|O35218|CPSF2_MOUSE Cleavage and polyadenylation specificity factor subunit 2 OS=Mus musculus GN=Cpsf2 PE=1 SV=1;tr|Q3UGU6|Q3UGU6_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Cpsf2 PE=2 SV=1;tr|Q3US33|Q3US33_MOUSE Putative unchara	13358	15174	13897	13920	17883	15844	22920	14016	18523	6858.4
sp|O35226|PSMD4_MOUSE 26S proteasome non-ATPase regulatory subunit 4 OS=Mus musculus GN=Psmd4 PE=1 SV=1;tr|Q9CY29|Q9CY29_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Psmd4 PE=2 SV=1;sp|O35226-4|PSMD4_MOUSE Isoform Rpn10D of 26S proteasome non-	16862	18639	18252	17407	12509	21488	25927	18050	21147	9912.7
tr|Q3ULG4|Q3ULG4_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Psmd4 PE=2 SV=1;sp|O35226-2|PSMD4_MOUSE Isoform Rpn10B of 26S proteasome non-ATPase regulatory subunit 4 OS=Mus musculus GN=Psmd4;sp|O35226-3|PSMD4_MOUSE Isoform Rpn10C of 26S prote	90340	101640	85887	92355	53361	101500	141020	84913	108630	40760
tr|Q2M4G8|Q2M4G8_MOUSE Protein tyrosine phosphatase, non-receptor type 9 OS=Mus musculus GN=Ptpn9 PE=1 SV=1;sp|O35239|PTN9_MOUSE Tyrosine-protein phosphatase non-receptor type 9 OS=Mus musculus GN=Ptpn9 PE=1 SV=2	118570	126120	116320	119250	119610	136040	194080	121040	140110	70548
tr|Q3USE0|Q3USE0_MOUSE Exocyst complex component 7, isoform CRA_b OS=Mus musculus GN=Exoc7 PE=2 SV=1;sp|O35250|EXOC7_MOUSE Exocyst complex component 7 OS=Mus musculus GN=Exoc7 PE=1 SV=2;tr|Q69ZS4|Q69ZS4_MOUSE MKIAA1067 protein (Fragment) OS=Mus musculus GN	8734.5	9396.6	6921.4	8241.3	6257.2	9521.4	14761	10141	10934	4746.9
tr|O35259|O35259_MOUSE Putative lysophosphatidic acid acyltransferase OS=Mus musculus GN=Gpat4 PE=2 SV=1;tr|Q6PEU9|Q6PEU9_MOUSE Agpat6 protein (Fragment) OS=Mus musculus GN=Gpat4 PE=2 SV=1;tr|Q3TSI4|Q3TSI4_MOUSE Putative uncharacterized protein (Fragment) 	91038	83419	88318	90370	61171	97464	136920	71164	105500	46079
tr|Q3UKJ6|Q3UKJ6_MOUSE DEAH (Asp-Glu-Ala-His) box polypeptide 15, isoform CRA_a OS=Mus musculus GN=Dhx15 PE=1 SV=1;tr|Q3TFE5|Q3TFE5_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Dhx15 PE=2 SV=1;sp|O35286|DHX15_MOUSE Pre-mRNA-splicing factor ATP	194670	179280	186690	187690	190330	196380	268620	161580	197490	90207
sp|O35295|PURB_MOUSE Transcriptional activator protein Pur-beta OS=Mus musculus GN=Purb PE=1 SV=3	115640	113410	113160	121410	43965	119180	167310	100170	124120	46531
tr|Q3TYJ1|Q3TYJ1_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Slc18a3 PE=1 SV=1;sp|O35304|VACHT_MOUSE Vesicular acetylcholine transporter OS=Mus musculus GN=Slc18a3 PE=1 SV=1	292710	278520	266460	249070	283460	305820	452170	285900	328880	155510
tr|Q3UPI8|Q3UPI8_MOUSE Transporter OS=Mus musculus GN=Slc6a6 PE=1 SV=1;sp|O35316|SC6A6_MOUSE Sodium- and chloride-dependent taurine transporter OS=Mus musculus GN=Slc6a6 PE=1 SV=2;tr|A0A0U1RQA5|A0A0U1RQA5_MOUSE Transporter (Fragment) OS=Mus musculus GN=Slc	0	0	0	0	0	0	0	0	0	0
tr|Q9D8S5|Q9D8S5_MOUSE MCG7614, isoform CRA_c OS=Mus musculus GN=Srsf5 PE=1 SV=1;sp|O35326|SRSF5_MOUSE Serine/arginine-rich splicing factor 5 OS=Mus musculus GN=Srsf5 PE=1 SV=2;tr|Q5U448|Q5U448_MOUSE Sfrs5 protein OS=Mus musculus GN=Srsf5 PE=2 SV=1	165350	159600	176210	196190	142720	189260	247070	164310	203410	99430
tr|Q543M7|Q543M7_MOUSE Importin subunit alpha OS=Mus musculus GN=Kpna3 PE=1 SV=1;sp|O35344|IMA4_MOUSE Importin subunit alpha-4 OS=Mus musculus GN=Kpna3 PE=1 SV=1;tr|Q9CT07|Q9CT07_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Kpna3 PE	144940	145920	145830	176600	731400	171030	223650	91091	180880	115960
tr|Q4FJZ2|Q4FJZ2_MOUSE Importin subunit alpha OS=Mus musculus GN=Kpna6 PE=1 SV=1;tr|Q8BH30|Q8BH30_MOUSE Importin subunit alpha OS=Mus musculus GN=Kpna6 PE=1 SV=1;sp|O35345|IMA7_MOUSE Importin subunit alpha-7 OS=Mus musculus GN=Kpna6 PE=1 SV=2	61887	66253	64126	75251	61151	72578	81553	55985	68150	37596
tr|Q8C2J1|Q8C2J1_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Capn1 PE=2 SV=1;tr|Q80Y25|Q80Y25_MOUSE Capn1 protein OS=Mus musculus GN=Capn1 PE=2 SV=1;tr|Q3UDG8|Q3UDG8_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Capn1 PE=2 SV=1;tr	146490	148470	142180	154960	107430	156480	224680	146780	170350	67505
tr|Q3U420|Q3U420_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Cnih1 PE=2 SV=1;tr|Q3THS7|Q3THS7_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Cnih1 PE=2 SV=1;sp|O35372|CNIH1_MOUSE Protein cornichon homolog 1 OS=Mus musculus GN=Cnih1	67218	73328	65768	71583	48042	73291	105830	67676	88422	40822
tr|Q8QZY7|Q8QZY7_MOUSE Neuropilin OS=Mus musculus GN=Nrp2 PE=2 SV=1;sp|O35375-2|NRP2_MOUSE Isoform A0 of Neuropilin-2 OS=Mus musculus GN=Nrp2;sp|O35375-3|NRP2_MOUSE Isoform A5 of Neuropilin-2 OS=Mus musculus GN=Nrp2;sp|O35375-4|NRP2_MOUSE Isoform A17 of Ne	331270	362980	319610	329260	401370	359960	549520	350270	411200	183600
tr|Q69ZD1|Q69ZD1_MOUSE MKIAA1699 protein (Fragment) OS=Mus musculus GN=Exoc4 PE=2 SV=1;sp|O35382|EXOC4_MOUSE Exocyst complex component 4 OS=Mus musculus GN=Exoc4 PE=1 SV=2;tr|Q8CA11|Q8CA11_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Exoc4 PE=	84410	88271	86725	102020	83958	102060	125570	86437	104940	51064
sp|O35385|PPE2_MOUSE Serine/threonine-protein phosphatase with EF-hands 2 OS=Mus musculus GN=Ppef2 PE=2 SV=1	5977.2	6500.2	5736.4	5455	5004.3	6770.4	8249.9	6376.3	5722.6	2720.9
tr|Q3TPC7|Q3TPC7_MOUSE Phytanoyl-CoA hydroxylase, isoform CRA_a OS=Mus musculus GN=Phyh PE=1 SV=1;tr|Q3TGP3|Q3TGP3_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Phyh PE=2 SV=1;sp|O35386|PAHX_MOUSE Phytanoyl-CoA dioxygenase, peroxisomal OS=Mus m	1155.2	970.44	1065.4	574.54	975.06	652.14	1478.2	1123.9	1404.7	742.39
tr|Q543Q7|Q543Q7_MOUSE Ephrin B3 OS=Mus musculus GN=Efnb3 PE=1 SV=1;sp|O35393|EFNB3_MOUSE Ephrin-B3 OS=Mus musculus GN=Efnb3 PE=1 SV=1	201350	199860	203530	215130	203770	222360	260510	156260	203960	78581
sp|O35405|PLD3_MOUSE Phospholipase D3 OS=Mus musculus GN=Pld3 PE=1 SV=1	82364	90841	78849	76955	83961	96359	142350	90858	116760	44503
tr|Q544T2|Q544T2_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Ddr1 PE=2 SV=1;tr|O35407|O35407_MOUSE Receptor-like tyrosine kinase OS=Mus musculus GN=Ddr1 PE=2 SV=1;sp|Q03146-2|DDR1_MOUSE Isoform 2 of Epithelial discoidin domain-containing rece	189640	199280	184890	184130	171440	202340	354370	217000	251000	95136
