Fasta headers	Hippo 42	Hippo 42	Hippo 42	Hippo 45	Hippo 45	Hippo 45	Hippo CH	Hippo CH	Hippo CH	Hippo W3
"tr|Q8C446|Q8C446_MOUSE Gamma-aminobutyric acid (GABA-A) receptor, subunit beta 3, isoform CRA_b OS=Mus musculus GN=Gabrb3 PE=1 SV=1;tr|F6ZYH6|F6ZYH6_MOUSE Gamma-aminobutyric acid receptor subunit beta-3 OS=Mus musculus GN=Gabrb3 PE=1 SV=1;sp|P63080|GBRB3_M"	206080	192310	198470	192960	207800	181260	155330	199030	181320	178720
sp|Q6QD59|SEC20_MOUSE Vesicle transport protein SEC20 OS=Mus musculus GN=Bnip1 PE=1 SV=1;tr|B8JJI4|B8JJI4_MOUSE Vesicle transport protein SEC20 OS=Mus musculus GN=Bnip1 PE=1 SV=1	173100	178490	181510	204980	207510	169300	169420	185400	171150	72992
sp|Q80TA9|EPG5_MOUSE Ectopic P granules protein 5 homolog OS=Mus musculus GN=Epg5 PE=1 SV=2	195350	218330	203920	200150	210430	171060	146030	211300	168290	216130
sp|Q8VDI7|UBAC1_MOUSE Ubiquitin-associated domain-containing protein 1 OS=Mus musculus GN=Ubac1 PE=1 SV=2;tr|F6UMH9|F6UMH9_MOUSE Ubiquitin-associated domain-containing protein 1 (Fragment) OS=Mus musculus GN=Ubac1 PE=1 SV=1;tr|F6Z1E7|F6Z1E7_MOUSE Ubiquitin	160440	157300	178830	203560	209270	168670	184940	160550	190340	102410
tr|Q78KL9|Q78KL9_MOUSE Rexo2 protein OS=Mus musculus GN=Rexo2 PE=2 SV=1;tr|Q3TAV0|Q3TAV0_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Rexo2 PE=2 SV=1;tr|Q3UD20|Q3UD20_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus	177610	181440	203670	214470	199750	167150	199950	199160	184780	87721
tr|Q3UEM7|Q3UEM7_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Fgg PE=1 SV=1;tr|Q3UER8|Q3UER8_MOUSE Fibrinogen gamma chain OS=Mus musculus GN=Fgg PE=1 SV=1;sp|Q8VCM7|FIBG_MOUSE Fibrinogen gamma chain OS=Mus musculus GN=Fgg PE=1 SV=1	153910	155940	165170	205060	219550	156650	167700	177780	191170	73871
sp|Q8BG02|2ABG_MOUSE Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B gamma isoform OS=Mus musculus GN=Ppp2r2c PE=1 SV=1	192270	209190	197000	205420	212890	162810	154780	187020	163080	100850
sp|Q8CF89|TAB1_MOUSE TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 OS=Mus musculus GN=Tab1 PE=1 SV=2;tr|Q1RMY2|Q1RMY2_MOUSE Map3k7ip1 protein (Fragment) OS=Mus musculus GN=Tab1 PE=2 SV=1	182710	168070	191360	211240	197210	172040	174150	190860	172980	159200
tr|A0A0A6YVU8|A0A0A6YVU8_MOUSE MCG119397 OS=Mus musculus GN=Gm9774 PE=4 SV=1;sp|Q9JKV1|ADRM1_MOUSE Proteasomal ubiquitin receptor ADRM1 OS=Mus musculus GN=Adrm1 PE=1 SV=2;tr|A0A1S6GWG3|A0A1S6GWG3_MOUSE Uncharacterized protein OS=Mus musculus PE=2 SV=1;tr|Q	188160	162520	184710	215070	198020	166970	167660	171100	167740	99602
tr|D3YXK0|D3YXK0_MOUSE Janus kinase and microtubule-interacting protein 2 OS=Mus musculus GN=Jakmip2 PE=1 SV=2	189590	198820	200200	202570	206160	171310	151040	208340	176480	96985
tr|Q3TWR3|Q3TWR3_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Prkag1 PE=1 SV=1;sp|O54950|AAKG1_MOUSE 5-AMP-activated protein kinase subunit gamma-1 OS=Mus musculus GN=Prkag1 PE=1 SV=2;tr|Q2VPC9|Q2VPC9_MOUSE Prkag1 protein (Fragment) OS=Mus mu	203300	201040	191660	209400	204850	165480	140730	184000	158960	282080
"tr|I6L970|I6L970_MOUSE Aup1 protein OS=Mus musculus GN=Aup1 PE=2 SV=1;tr|Q3TBX5|Q3TBX5_MOUSE MCG133576, isoform CRA_a OS=Mus musculus GN=Aup1 PE=2 SV=1;tr|Q3U3K9|Q3U3K9_MOUSE Ancient ubiquitous protein 1 OS=Mus musculus GN=Aup1 PE=1 SV=1;sp|P70295|AUP1_MOU"	178500	194950	192290	202950	208660	167500	150010	200560	175810	96245
tr|Q80UI8|Q80UI8_MOUSE Upf3b protein (Fragment) OS=Mus musculus GN=Upf3b PE=2 SV=1;tr|Q3ULL6|Q3ULL6_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Upf3b PE=1 SV=1;tr|Q9CS15|Q9CS15_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus	194170	199660	186000	191820	213630	173620	151110	198390	176320	142000
tr|A0A0J9YUN4|A0A0J9YUN4_MOUSE Dynamin-1 OS=Mus musculus GN=Dnm1 PE=1 SV=1;tr|A0A0J9YUE9|A0A0J9YUE9_MOUSE Dynamin-1 OS=Mus musculus GN=Dnm1 PE=1 SV=1;sp|P39053-3|DYN1_MOUSE Isoform 3 of Dynamin-1 OS=Mus musculus GN=Dnm1	146350	188640	202410	180430	261660	136920	220520	169810	156830	99382
sp|Q9QYS9-8|QKI_MOUSE Isoform 8 of Protein quaking OS=Mus musculus GN=Qki;sp|Q9QYS9-4|QKI_MOUSE Isoform 4 of Protein quaking OS=Mus musculus GN=Qki;sp|Q9QYS9-3|QKI_MOUSE Isoform 3 of Protein quaking OS=Mus musculus GN=Qki;sp|Q9QYS9-2|QKI_MOUSE Isoform 2 of	159520	164180	177660	230840	196990	150850	163020	147700	149350	149890
sp|P43275|H11_MOUSE Histone H1.1 OS=Mus musculus GN=Hist1h1a PE=1 SV=2	225230	211880	166910	151530	262520	164520	126900	251820	227580	102480
tr|Q5EAT0|Q5EAT0_MOUSE Signal recognition particle 9 kDa protein OS=Mus musculus GN=Srp9 PE=1 SV=1;sp|P49962|SRP09_MOUSE Signal recognition particle 9 kDa protein OS=Mus musculus GN=Srp9 PE=1 SV=2;tr|D3YZX8|D3YZX8_MOUSE Signal recognition particle 9 kDa pr	169090	167000	177130	199570	221280	157160	171220	181700	180450	169610
sp|Q9D8Y1|T126A_MOUSE Transmembrane protein 126A OS=Mus musculus GN=Tmem126a PE=1 SV=1	182750	194690	199670	201910	200060	175340	154240	195220	182690	151100
tr|E9QP09|E9QP09_MOUSE Cullin-9 OS=Mus musculus GN=Cul9 PE=1 SV=1;tr|S4R1Y1|S4R1Y1_MOUSE Cullin-9 OS=Mus musculus GN=Cul9 PE=1 SV=1;sp|Q80TT8|CUL9_MOUSE Cullin-9 OS=Mus musculus GN=Cul9 PE=1 SV=2;sp|Q80TT8-4|CUL9_MOUSE Isoform 4 of Cullin-9 OS=Mus musculus	203170	212260	202880	199590	212310	165310	128210	190450	157000	125640
sp|Q9D3D0|TTPAL_MOUSE Alpha-tocopherol transfer protein-like OS=Mus musculus GN=Ttpal PE=1 SV=3;tr|A2A5I7|A2A5I7_MOUSE Alpha-tocopherol transfer protein-like (Fragment) OS=Mus musculus GN=Ttpal PE=1 SV=8	200230	214460	204810	203610	203570	169650	147310	199690	171900	109890
"tr|A6MDD2|A6MDD2_MOUSE Protein tyrosine phosphatase receptor type N OS=Mus musculus GN=Ptprn PE=1 SV=1;tr|Q6NVE2|Q6NVE2_MOUSE Protein tyrosine phosphatase, receptor type, N (Fragment) OS=Mus musculus GN=Ptprn PE=2 SV=1;tr|Q5DTQ3|Q5DTQ3_MOUSE MKIAA4064 prot"	172530	171480	176930	201230	202580	172930	153360	182310	167600	153530
tr|F8WGI9|F8WGI9_MOUSE Very low-density lipoprotein receptor OS=Mus musculus GN=Vldlr PE=1 SV=1;tr|Q91YY0|Q91YY0_MOUSE Very low-density lipoprotein receptor OS=Mus musculus GN=Vldlr PE=1 SV=1;sp|P98156|VLDLR_MOUSE Very low-density lipoprotein receptor OS=M	173900	158320	183030	201360	200040	175340	171430	172850	174220	158740
sp|Q4VC33|MAEA_MOUSE Macrophage erythroblast attacher OS=Mus musculus GN=Maea PE=1 SV=1;sp|Q4VC33-2|MAEA_MOUSE Isoform 2 of Macrophage erythroblast attacher OS=Mus musculus GN=Maea;tr|Q9CVN2|Q9CVN2_MOUSE Putative uncharacterized protein (Fragment) OS=Mus m	230660	208450	192690	189200	195910	191550	134460	212950	180660	91162
sp|G5E870|TRIPC_MOUSE E3 ubiquitin-protein ligase TRIP12 OS=Mus musculus GN=Trip12 PE=1 SV=1;tr|A0A087WNZ7|A0A087WNZ7_MOUSE E3 ubiquitin-protein ligase TRIP12 OS=Mus musculus GN=Trip12 PE=1 SV=1	189630	194180	190470	193990	206890	175540	135930	193890	173410	119760
tr|Q542F1|Q542F1_MOUSE Chloride intracellular channel protein OS=Mus musculus GN=Clic1 PE=1 SV=1;sp|Q9Z1Q5|CLIC1_MOUSE Chloride intracellular channel protein 1 OS=Mus musculus GN=Clic1 PE=1 SV=3;tr|Q3TIP8|Q3TIP8_MOUSE Chloride intracellular channel protein	189660	199360	189780	209240	212830	154180	151270	184220	152860	69676
sp|Q8C0L9|GPCP1_MOUSE Glycerophosphocholine phosphodiesterase GPCPD1 OS=Mus musculus GN=Gpcpd1 PE=1 SV=1;tr|B0R058|B0R058_MOUSE Glycerophosphocholine phosphodiesterase GPCPD1 OS=Mus musculus GN=Gpcpd1 PE=1 SV=1;sp|Q8C0L9-2|GPCP1_MOUSE Isoform 2 of Glycerop	220810	227510	224890	194890	214890	165350	158080	199890	172290	93280
"tr|Q99L69|Q99L69_MOUSE Branched chain ketoacid dehydrogenase E1, alpha polypeptide OS=Mus musculus GN=Bckdha PE=2 SV=1;tr|Q3U3J1|Q3U3J1_MOUSE 2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial OS=Mus musculus GN=Bckdha PE=1 SV=1;sp|P50136|ODBA_MOU"	193310	202470	206580	201320	196830	176650	142450	175770	161750	113390
tr|Q91V47|Q91V47_MOUSE Housekeeping protein DXS254E (Fragment) OS=Mus musculus GN=DXS254E PE=4 SV=1;tr|Q3UK94|Q3UK94_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Ubl4 PE=1 SV=1;tr|Q684Q9|Q684Q9_MOUSE Ubiquitin-like protein GDX (Fragment) OS=Mu	165810	152590	170470	215650	195470	163500	170390	163800	172660	102060
"tr|Q3TJT6|Q3TJT6_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Sco1 PE=2 SV=1;tr|Q5SUD5|Q5SUD5_MOUSE Protein SCO1 homolog, mitochondrial OS=Mus musculus GN=Sco1 PE=1 SV=1;sp|Q5SUC9|SCO1_MOUSE Protein SCO1 homolog, mitochondrial OS=Mu"	212150	191350	195120	203220	190210	181010	157430	200330	171110	77766
tr|H3BJQ8|H3BJQ8_MOUSE Glypican-5 OS=Mus musculus GN=Gpc5 PE=1 SV=1;sp|Q8CAL5|GPC5_MOUSE Glypican-5 OS=Mus musculus GN=Gpc5 PE=2 SV=1;tr|Q8BNB0|Q8BNB0_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Gpc5 PE=2 SV=1;tr|H3BLN8|H3BLN8_MOUSE Glypican 	178040	194510	194770	190440	226180	157620	155110	195480	180550	105750
"sp|P36552|HEM6_MOUSE Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial OS=Mus musculus GN=Cpox PE=1 SV=2;tr|Q3U029|Q3U029_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Cpox PE=2 SV=1"	190090	186510	183950	203950	206050	164220	147890	194180	176680	238420
sp|Q6PAM0|AAKB2_MOUSE 5-AMP-activated protein kinase subunit beta-2 OS=Mus musculus GN=Prkab2 PE=1 SV=1;tr|D6RG50|D6RG50_MOUSE 5-AMP-activated protein kinase subunit beta-2 OS=Mus musculus GN=Prkab2 PE=1 SV=1	162630	182590	193370	207640	204550	161740	174450	178890	175080	70881
tr|A2ATS6|A2ATS6_MOUSE Reticulon-4 receptor-like 2 (Fragment) OS=Mus musculus GN=Rtn4rl2 PE=1 SV=1;sp|Q7M6Z0|R4RL2_MOUSE Reticulon-4 receptor-like 2 OS=Mus musculus GN=Rtn4rl2 PE=1 SV=1	182190	173310	198450	200130	209150	163970	156460	181900	172750	151720
tr|Q3UD58|Q3UD58_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Txlna PE=2 SV=1;sp|Q6PAM1|TXLNA_MOUSE Alpha-taxilin OS=Mus musculus GN=Txlna PE=1 SV=1;tr|Q3UXT5|Q3UXT5_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Txlna PE	165620	158670	174410	212770	198130	162200	173310	152310	161660	60607
tr|Q80WU9|Q80WU9_MOUSE Ptpn5 protein (Fragment) OS=Mus musculus GN=Ptpn5 PE=2 SV=1;sp|P54830|PTN5_MOUSE Tyrosine-protein phosphatase non-receptor type 5 OS=Mus musculus GN=Ptpn5 PE=1 SV=2;sp|P54830-2|PTN5_MOUSE Isoform STEP46 of Tyrosine-protein phosphatas	191880	186560	186490	198850	202290	170520	149290	201460	175170	178230
sp|Q6ZPF3-2|TIAM2_MOUSE Isoform 2 of T-lymphoma invasion and metastasis-inducing protein 2 OS=Mus musculus GN=Tiam2;sp|Q6ZPF3|TIAM2_MOUSE T-lymphoma invasion and metastasis-inducing protein 2 OS=Mus musculus GN=Tiam2 PE=1 SV=2;sp|Q6ZPF3-3|TIAM2_MOUSE Isofo	178840	192060	197230	189290	225980	156370	154950	177820	159400	88535
tr|Q7JCY9|Q7JCY9_MOUSE ATP synthase subunit a OS=Mus musculus GN=mt-Atp6 PE=1 SV=1;tr|Q3V2U3|Q3V2U3_MOUSE ATP synthase subunit a OS=Mus musculus GN=mt-Atp6 PE=2 SV=1;tr|Q3V257|Q3V257_MOUSE ATP synthase subunit a (Fragment) OS=Mus musculus GN=mt-Atp6 PE=2 S	193920	177070	206750	209980	195320	166320	154070	215190	184040	71972
sp|Q8VDS4|RPR1A_MOUSE Regulation of nuclear pre-mRNA domain-containing protein 1A OS=Mus musculus GN=Rprd1a PE=1 SV=1	187810	176830	175640	200900	206300	164370	156260	189150	166750	119180
sp|Q8R2H9|PHOP1_MOUSE Phosphoethanolamine/phosphocholine phosphatase OS=Mus musculus GN=Phospho1 PE=1 SV=1;tr|H3BLB1|H3BLB1_MOUSE Phosphoethanolamine/phosphocholine phosphatase (Fragment) OS=Mus musculus GN=Phospho1 PE=1 SV=1	195700	222420	200320	196070	211740	163180	153670	184150	162710	59609
tr|H3BIZ7|H3BIZ7_MOUSE FERM domain-containing protein 4A OS=Mus musculus GN=Frmd4a PE=1 SV=1;sp|Q8BIE6|FRM4A_MOUSE FERM domain-containing protein 4A OS=Mus musculus GN=Frmd4a PE=1 SV=2;sp|Q8BIE6-2|FRM4A_MOUSE Isoform 2 of FERM domain-containing protein 4A 	184170	198440	195960	187320	209270	174340	144900	201040	176930	106510
"tr|G5E850|G5E850_MOUSE Cytochrome b-5, isoform CRA_a OS=Mus musculus GN=Cyb5a PE=1 SV=1;tr|Q544Z9|Q544Z9_MOUSE Cytochrome b-5, isoform CRA_d OS=Mus musculus GN=Cyb5a PE=1 SV=1;sp|P56395|CYB5_MOUSE Cytochrome b5 OS=Mus musculus GN=Cyb5a PE=1 SV=2"	147250	147120	175850	207500	194140	169210	179770	153420	159940	70298
"tr|H3BJB4|H3BJB4_MOUSE MCG121921, isoform CRA_b OS=Mus musculus GN=Rnf141 PE=1 SV=1;tr|Q3U464|Q3U464_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Rnf141 PE=2 SV=1;sp|Q99MB7|RN141_MOUSE RING finger protein 141 OS=Mus musculus GN=Rnf141 PE=1 SV="	186940	183720	195660	195070	208340	167190	157200	178250	166280	184920
"tr|A0A140LIF0|A0A140LIF0_MOUSE 5-demethoxyubiquinone hydroxylase, mitochondrial OS=Mus musculus GN=Coq7 PE=1 SV=1;tr|Q3TYT1|Q3TYT1_MOUSE 5-demethoxyubiquinone hydroxylase, mitochondrial OS=Mus musculus GN=Coq7 PE=1 SV=1;sp|P97478|COQ7_MOUSE 5-demethoxyubiq"	169200	170900	176910	203530	188660	177930	158230	177680	164210	122750
tr|A2AUF7|A2AUF7_MOUSE Rab9 effector protein with kelch motifs OS=Mus musculus GN=Rabepk PE=1 SV=1;tr|B0R0S4|B0R0S4_MOUSE Rab9 effector protein with kelch motifs OS=Mus musculus GN=Rabepk PE=1 SV=1;sp|Q8VCH5|RABEK_MOUSE Rab9 effector protein with kelch mot	153620	186440	176910	196410	195930	176750	151190	184160	164500	99214
tr|D3Z3C1|D3Z3C1_MOUSE Fas apoptotic inhibitory molecule 1 OS=Mus musculus GN=Faim PE=1 SV=2;sp|Q9WUD8|FAIM1_MOUSE Fas apoptotic inhibitory molecule 1 OS=Mus musculus GN=Faim PE=1 SV=1;tr|A0A087WRH2|A0A087WRH2_MOUSE Fas apoptotic inhibitory molecule 1 (Fra	156950	177870	181870	208750	204910	155340	168040	160420	152990	71240
sp|Q9JME7|TPC2L_MOUSE Trafficking protein particle complex subunit 2-like protein OS=Mus musculus GN=Trappc2l PE=1 SV=1	195750	197880	201240	197120	206300	165040	156600	198250	174860	105330
sp|O08915|AIP_MOUSE AH receptor-interacting protein OS=Mus musculus GN=Aip PE=1 SV=1;tr|D3YW40|D3YW40_MOUSE AH receptor-interacting protein (Fragment) OS=Mus musculus GN=Aip PE=1 SV=1	190460	163880	180980	199650	190990	177610	153780	186740	178920	146570
sp|Q3U213|SRAC1_MOUSE Protein SERAC1 OS=Mus musculus GN=Serac1 PE=2 SV=1;sp|Q3U213-2|SRAC1_MOUSE Isoform 2 of Protein SERAC1 OS=Mus musculus GN=Serac1	182120	198890	204260	184320	208370	175540	147700	221260	190350	131630
"tr|A0A1S6GWG5|A0A1S6GWG5_MOUSE Mitochondrial ribosomal protein S9, isoform CRA_b OS=Mus musculus GN=Mrps9 PE=2 SV=1;sp|Q9D7N3|RT09_MOUSE 28S ribosomal protein S9, mitochondrial OS=Mus musculus GN=Mrps9 PE=1 SV=3;tr|Q3UMV5|Q3UMV5_MOUSE Putative uncharacteri"	193640	198320	196820	189280	206870	172070	141550	192280	167220	127200
tr|Q3UT95|Q3UT95_MOUSE MCG121966 OS=Mus musculus GN=Ube2d2a PE=2 SV=1;sp|P62838|UB2D2_MOUSE Ubiquitin-conjugating enzyme E2 D2 OS=Mus musculus GN=Ube2d2 PE=1 SV=1	188540	178280	177910	203320	195950	168420	153850	187390	170030	93072
sp|Q8K209|AGRG1_MOUSE Adhesion G-protein coupled receptor G1 OS=Mus musculus GN=Adgrg1 PE=1 SV=1;tr|A0A1D5RLN4|A0A1D5RLN4_MOUSE Adhesion G-protein-coupled receptor G1 (Fragment) OS=Mus musculus GN=Adgrg1 PE=1 SV=1;tr|A0A1D5RLE2|A0A1D5RLE2_MOUSE Adhesion G-	181290	168310	168280	194690	206930	166040	166300	193230	185860	134430
sp|Q91YX5|LGAT1_MOUSE Acyl-CoA:lysophosphatidylglycerol acyltransferase 1 OS=Mus musculus GN=Lpgat1 PE=1 SV=1;tr|D3YVK0|D3YVK0_MOUSE Acyl-CoA:lysophosphatidylglycerol acyltransferase 1 (Fragment) OS=Mus musculus GN=Lpgat1 PE=1 SV=1	207950	206130	196960	186450	201310	179880	134230	218020	182030	166600
"sp|Q8BHE8|MAIP1_MOUSE m-AAA protease-interacting protein 1, mitochondrial OS=Mus musculus GN=Maip1 PE=1 SV=1"	176910	179120	191490	209740	194710	162720	162400	193890	164400	104360
"tr|B1AT82|B1AT82_MOUSE MCG6846, isoform CRA_c OS=Mus musculus GN=Prpsap1 PE=1 SV=1;sp|Q9D0M1|KPRA_MOUSE Phosphoribosyl pyrophosphate synthase-associated protein 1 OS=Mus musculus GN=Prpsap1 PE=1 SV=1;tr|Q8BK29|Q8BK29_MOUSE Putative uncharacterized protein "	213870	198700	191700	189420	209810	167320	139020	205640	167340	158610
tr|Q8BP60|Q8BP60_MOUSE Putative uncharacterized protein OS=Mus musculus PE=2 SV=1;sp|Q99JX7|NXF1_MOUSE Nuclear RNA export factor 1 OS=Mus musculus GN=Nxf1 PE=1 SV=3;tr|V9GXF3|V9GXF3_MOUSE Nuclear RNA export factor 1 OS=Mus musculus GN=Nxf1 PE=1 SV=1;tr|V9G	194170	194240	181470	186530	210610	169150	143050	200770	170850	66928
tr|F8WID5|F8WID5_MOUSE Tropomyosin alpha-1 chain OS=Mus musculus GN=Tpm1 PE=1 SV=1	178930	148940	175490	223380	186340	156300	199130	151540	170550	87594
sp|Q91Z38|TTC1_MOUSE Tetratricopeptide repeat protein 1 OS=Mus musculus GN=Ttc1 PE=1 SV=1;tr|A2AJK8|A2AJK8_MOUSE Tetratricopeptide repeat protein 1 OS=Mus musculus GN=Ttc1 PE=1 SV=1;tr|Q3TDF3|Q3TDF3_MOUSE Putative uncharacterized protein OS=Mus musculus GN	161250	148570	181610	217880	190290	157280	208400	167050	175060	86394
tr|Q91ZH2|Q91ZH2_MOUSE Proliferating cell nuclear antigen OS=Mus musculus GN=Pcna PE=2 SV=1;tr|Q542J9|Q542J9_MOUSE Proliferating cell nuclear antigen OS=Mus musculus GN=Pcna PE=1 SV=1;sp|P17918|PCNA_MOUSE Proliferating cell nuclear antigen OS=Mus musculus 	171140	162870	171210	205360	205130	154860	152110	173410	161950	128830
"tr|Q91YZ2|Q91YZ2_MOUSE C-terminal binding protein 2, isoform CRA_b OS=Mus musculus GN=Ctbp2 PE=1 SV=1;tr|Q3UIX8|Q3UIX8_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Ctbp2 PE=2 SV=1;tr|Q3UGL5|Q3UGL5_MOUSE C-terminal binding protein 2, isoform CR"	176310	186220	181890	200760	190300	174130	144520	177400	168280	137460
sp|O09114|PTGDS_MOUSE Prostaglandin-H2 D-isomerase OS=Mus musculus GN=Ptgds PE=1 SV=1;sp|O09114-2|PTGDS_MOUSE Isoform 2 of Prostaglandin-H2 D-isomerase OS=Mus musculus GN=Ptgds	195480	155700	176860	227000	189850	147970	220230	195750	213360	83632
tr|E9Q3Y7|E9Q3Y7_MOUSE RIKEN cDNA C530008M17 gene OS=Mus musculus GN=C530008M17Rik PE=1 SV=1;tr|E9Q5L4|E9Q5L4_MOUSE RIKEN cDNA C530008M17 gene OS=Mus musculus GN=C530008M17Rik PE=1 SV=1;sp|Q5PR69-2|K1211_MOUSE Isoform 2 of Uncharacterized protein KIAA1211 	152690	151600	165600	216570	185720	162520	182860	155300	162940	89450
"tr|Q54AG5|Q54AG5_MOUSE Choline kinase beta, isoform CRA_b OS=Mus musculus GN=Chkb PE=1 SV=1;sp|O55229|CHKB_MOUSE Choline/ethanolamine kinase OS=Mus musculus GN=Chkb PE=1 SV=3;tr|Q6NVC1|Q6NVC1_MOUSE Chkb protein OS=Mus musculus GN=Chkb PE=2 SV=1"	165630	160720	184280	196970	204130	163190	170490	180130	166090	90963
sp|Q07409|CNTN3_MOUSE Contactin-3 OS=Mus musculus GN=Cntn3 PE=1 SV=2	180550	164820	169340	201360	184040	177300	122180	161930	138720	100700
tr|Q3V386|Q3V386_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Wasf3 PE=2 SV=1;sp|Q8VHI6|WASF3_MOUSE Wiskott-Aldrich syndrome protein family member 3 OS=Mus musculus GN=Wasf3 PE=1 SV=1	159850	153400	183660	216450	190890	155330	177920	155550	166490	96651
"sp|Q8R3F5|FABD_MOUSE Malonyl-CoA-acyl carrier protein transacylase, mitochondrial OS=Mus musculus GN=Mcat PE=1 SV=3"	182270	182930	191200	190800	200930	170780	137890	192150	161880	106460
"tr|B9EKS7|B9EKS7_MOUSE MCG19305, isoform CRA_b OS=Mus musculus GN=Pgs1 PE=1 SV=1;sp|Q8BHF7|PGPS1_MOUSE CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial OS=Mus musculus GN=Pgs1 PE=1 SV=1;tr|Q3U6T3|Q3U6T3_MOUSE Putative uncha"	191250	188500	187690	189170	205120	168210	154470	196020	173490	117620
sp|Q8K1X4|NCKPL_MOUSE Nck-associated protein 1-like OS=Mus musculus GN=Nckap1l PE=1 SV=1;tr|Q3UDY0|Q3UDY0_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Nckap1l PE=2 SV=1	198870	195220	201090	186780	206970	168530	135070	204000	161810	97293
tr|A2AEE7|A2AEE7_MOUSE Cadherin EGF LAG seven-pass G-type receptor 2 OS=Mus musculus GN=Celsr2 PE=1 SV=1;sp|Q9R0M0-2|CELR2_MOUSE Isoform 2 of Cadherin EGF LAG seven-pass G-type receptor 2 OS=Mus musculus GN=Celsr2;sp|Q9R0M0|CELR2_MOUSE Cadherin EGF LAG sev	173390	173330	172300	197900	200710	163640	159250	182910	168160	161740
tr|D3Z4V1|D3Z4V1_MOUSE Pleiotropic regulator 1 OS=Mus musculus GN=Plrg1 PE=1 SV=1;sp|Q922V4|PLRG1_MOUSE Pleiotropic regulator 1 OS=Mus musculus GN=Plrg1 PE=1 SV=1;tr|F8WI31|F8WI31_MOUSE Pleiotropic regulator 1 OS=Mus musculus GN=Plrg1 PE=1 SV=1	176960	185950	181990	198630	208140	155330	158420	176590	165870	94788
tr|Q544R8|Q544R8_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Trappc4 PE=1 SV=1;sp|Q9ES56|TPPC4_MOUSE Trafficking protein particle complex subunit 4 OS=Mus musculus GN=Trappc4 PE=1 SV=1;tr|Q3V493|Q3V493_MOUSE Putative uncharacterized protein O	199820	182300	192990	194050	195980	171950	149160	196150	165570	82509
sp|Q80U72-2|SCRIB_MOUSE Isoform 2 of Protein scribble homolog OS=Mus musculus GN=Scrib;sp|Q80U72-3|SCRIB_MOUSE Isoform 3 of Protein scribble homolog OS=Mus musculus GN=Scrib;sp|Q80U72|SCRIB_MOUSE Protein scribble homolog OS=Mus musculus GN=Scrib PE=1 SV=2;	172030	171770	191160	195790	207120	158530	170830	177040	159850	218010
sp|Q45VK7|DYHC2_MOUSE Cytoplasmic dynein 2 heavy chain 1 OS=Mus musculus GN=Dync2h1 PE=1 SV=1;sp|Q45VK7-2|DYHC2_MOUSE Isoform 2 of Cytoplasmic dynein 2 heavy chain 1 OS=Mus musculus GN=Dync2h1	172960	141460	185240	234110	228380	98666	181650	163790	179330	67925
"tr|B2RXQ8|B2RXQ8_MOUSE MCG19514, isoform CRA_a OS=Mus musculus GN=Wdr82 PE=1 SV=1;sp|Q8BFQ4|WDR82_MOUSE WD repeat-containing protein 82 OS=Mus musculus GN=Wdr82 PE=1 SV=1"	211290	200700	187420	173480	207080	180400	132000	220860	166520	61603
tr|E9QNZ2|E9QNZ2_MOUSE E3 ubiquitin-protein ligase DZIP3 OS=Mus musculus GN=Dzip3 PE=1 SV=1;sp|Q7TPV2-2|DZIP3_MOUSE Isoform 2 of E3 ubiquitin-protein ligase DZIP3 OS=Mus musculus GN=Dzip3;sp|Q7TPV2|DZIP3_MOUSE E3 ubiquitin-protein ligase DZIP3 OS=Mus muscu	183350	197160	199600	195080	193800	171970	140370	183400	169140	96539
tr|E9Q512|E9Q512_MOUSE Thyroid hormone receptor interactor 11 OS=Mus musculus GN=Trip11 PE=1 SV=1;tr|H3BJG4|H3BJG4_MOUSE Thyroid hormone receptor interactor 11 (Fragment) OS=Mus musculus GN=Trip11 PE=1 SV=1;tr|B2RY51|B2RY51_MOUSE Thyroid hormone receptor i	157510	141420	167010	202410	194140	163970	184960	165260	173250	71553
